caseid,task,start_timestamp,end_timestamp,resource
Case1,Start,2011-01-01 00:46:25,2011-01-01 00:46:25,Create Purchase Requisition
Case1,Create Purchase Requisition,2011-01-01 00:46:25,2011-01-01 00:55:25,Create Purchase Requisition
Case1,Create Request for Quotation,2011-01-01 06:31:25,2011-01-01 06:40:25,Create Request for Quotation
Case1,Analyze Request for Quotation,2011-01-02 15:22:25,2011-01-02 15:43:25,Analyze Request for Quotation
Case1,Amend Request for Quotation,2011-01-02 16:29:25,2011-01-02 16:43:25,Amend Request for Quotation
Case1,Analyze Request for Quotation,2011-01-05 02:52:25,2011-01-05 02:55:25,Analyze Request for Quotation
Case1,Amend Request for Quotation,2011-01-05 03:40:25,2011-01-05 03:47:25,Amend Request for Quotation
Case1,Analyze Request for Quotation,2011-01-05 07:07:25,2011-01-05 07:25:25,Analyze Request for Quotation
Case1,Amend Request for Quotation,2011-01-05 08:20:25,2011-01-05 08:34:25,Amend Request for Quotation
Case1,Analyze Request for Quotation,2011-01-11 21:29:25,2011-01-11 21:47:25,Analyze Request for Quotation
Case1,Send Request for Quotation to Supplier,2011-01-13 20:56:25,2011-01-13 21:16:25,Send Request for Quotation to Supplier
Case1,Create Quotation comparison Map,2011-01-13 22:05:25,2011-01-14 02:52:25,Create Quotation comparison Map
Case1,Analyze Quotation Comparison Map,2011-01-14 09:56:25,2011-01-14 10:19:25,Analyze Quotation Comparison Map
Case1,Choose best option,2011-01-14 10:19:25,2011-01-14 10:19:25,Choose best option
Case1,Settle Conditions With Supplier,2011-01-14 14:20:25,2011-01-14 23:55:25,Settle Conditions With Supplier
Case1,Create Purchase Order,2011-01-15 05:40:25,2011-01-15 05:51:25,Create Purchase Order
Case1,Confirm Purchase Order,2011-01-17 23:39:25,2011-01-17 23:53:25,Confirm Purchase Order
Case1,Deliver Goods Services,2011-01-23 08:22:25,2011-01-23 21:35:25,Deliver Goods Services
Case1,Release Purchase Order,2011-01-24 04:52:25,2011-01-24 04:53:25,Release Purchase Order
Case1,Approve Purchase Order for payment,2011-01-24 09:25:25,2011-01-24 09:26:25,Approve Purchase Order for payment
Case1,Send Invoice,2011-01-24 16:45:25,2011-01-24 16:45:25,Send Invoice
Case1,Release Supplier's Invoice,2011-01-25 07:05:25,2011-01-25 07:09:25,Release Supplier's Invoice
Case1,Authorize Supplier's Invoice payment,2011-01-25 07:09:25,2011-01-25 07:09:25,Authorize Supplier's Invoice payment
Case1,Pay Invoice,2011-01-25 07:51:25,2011-01-25 08:01:25,Pay Invoice
Case1,End,2011-01-25 08:01:25,2011-01-25 08:01:25,End
Case2,Start,2011-01-01 01:15:32,2011-01-01 01:15:32,Create Purchase Requisition
Case2,Create Purchase Requisition,2011-01-01 01:15:32,2011-01-01 01:49:32,Create Purchase Requisition
Case2,Analyze Purchase Requisition,2011-01-02 01:46:32,2011-01-02 01:55:32,Analyze Purchase Requisition
Case2,Create Request for Quotation,2011-01-02 02:00:32,2011-01-02 02:03:32,Create Request for Quotation
Case2,Analyze Request for Quotation,2011-01-03 03:05:32,2011-01-03 03:32:32,Analyze Request for Quotation
Case2,Send Request for Quotation to Supplier,2011-01-04 07:16:32,2011-01-04 07:40:32,Send Request for Quotation to Supplier
Case2,Create Quotation comparison Map,2011-01-04 22:22:32,2011-01-05 01:55:31,Create Quotation comparison Map
Case2,Analyze Quotation Comparison Map,2011-01-05 08:13:31,2011-01-05 08:36:31,Analyze Quotation Comparison Map
Case2,Choose best option,2011-01-05 08:36:31,2011-01-05 08:36:31,Choose best option
Case2,Settle Conditions With Supplier,2011-01-07 00:26:31,2011-01-07 07:09:31,Settle Conditions With Supplier
Case2,Create Purchase Order,2011-01-07 16:51:31,2011-01-07 17:00:32,Create Purchase Order
Case2,Confirm Purchase Order,2011-01-09 04:44:32,2011-01-09 04:59:32,Confirm Purchase Order
Case2,Deliver Goods Services,2011-01-09 11:43:32,2011-01-10 09:02:32,Deliver Goods Services
Case2,Release Purchase Order,2011-01-10 16:53:32,2011-01-10 16:54:32,Release Purchase Order
Case2,Approve Purchase Order for payment,2011-01-10 21:58:32,2011-01-10 21:59:32,Approve Purchase Order for payment
Case2,Send Invoice,2011-01-11 15:54:32,2011-01-11 15:54:32,Send Invoice
Case2,Release Supplier's Invoice,2011-01-12 06:06:32,2011-01-12 06:11:32,Release Supplier's Invoice
Case2,Settle Dispute With Supplier,2011-01-12 07:04:32,2011-01-12 07:24:32,Settle Dispute With Supplier
Case2,Authorize Supplier's Invoice payment,2011-01-12 07:24:32,2011-01-12 07:24:32,Authorize Supplier's Invoice payment
Case2,Pay Invoice,2011-01-12 07:45:32,2011-01-12 07:49:32,Pay Invoice
Case2,End,2011-01-12 07:49:32,2011-01-12 07:49:32,End
Case3,Start,2011-01-01 02:22:25,2011-01-01 02:22:25,Create Purchase Requisition
Case3,Create Purchase Requisition,2011-01-01 02:22:25,2011-01-01 03:14:25,Create Purchase Requisition
Case3,Analyze Purchase Requisition,2011-01-01 16:05:25,2011-01-01 16:13:25,Analyze Purchase Requisition
Case3,Create Request for Quotation,2011-01-01 16:18:25,2011-01-01 16:19:25,Create Request for Quotation
Case3,Analyze Request for Quotation,2011-01-02 21:52:25,2011-01-02 22:06:25,Analyze Request for Quotation
Case3,Send Request for Quotation to Supplier,2011-01-03 16:47:25,2011-01-03 17:20:25,Send Request for Quotation to Supplier
Case3,Create Quotation comparison Map,2011-01-04 17:36:25,2011-01-04 18:33:25,Create Quotation comparison Map
Case3,Analyze Quotation Comparison Map,2011-01-05 01:00:25,2011-01-05 01:10:25,Analyze Quotation Comparison Map
Case3,Choose best option,2011-01-05 01:10:25,2011-01-05 01:10:25,Choose best option
Case3,Settle Conditions With Supplier,2011-01-05 03:26:25,2011-01-05 10:00:25,Settle Conditions With Supplier
Case3,Create Purchase Order,2011-01-05 12:37:25,2011-01-05 12:48:25,Create Purchase Order
Case3,Confirm Purchase Order,2011-01-07 05:03:25,2011-01-07 05:23:25,Confirm Purchase Order
Case3,Deliver Goods Services,2011-01-12 23:17:25,2011-01-14 07:47:25,Deliver Goods Services
Case3,Release Purchase Order,2011-01-14 15:38:25,2011-01-14 15:39:25,Release Purchase Order
Case3,Approve Purchase Order for payment,2011-01-14 22:23:25,2011-01-14 22:24:25,Approve Purchase Order for payment
Case3,Send Invoice,2011-01-15 08:29:25,2011-01-15 08:29:25,Send Invoice
Case3,Release Supplier's Invoice,2011-01-15 22:59:25,2011-01-15 23:05:25,Release Supplier's Invoice
Case3,Authorize Supplier's Invoice payment,2011-01-15 23:05:25,2011-01-15 23:05:25,Authorize Supplier's Invoice payment
Case3,Pay Invoice,2011-01-15 23:27:25,2011-01-15 23:33:25,Pay Invoice
Case3,End,2011-01-15 23:33:25,2011-01-15 23:33:25,End
Case4,Start,2011-01-01 03:02:03,2011-01-01 03:02:03,Create Purchase Requisition
Case4,Create Purchase Requisition,2011-01-01 03:02:03,2011-01-01 03:18:03,Create Purchase Requisition
Case4,Analyze Purchase Requisition,2011-01-01 18:01:03,2011-01-01 18:07:03,Analyze Purchase Requisition
Case4,Create Request for Quotation,2011-01-01 18:11:03,2011-01-01 18:12:03,Create Request for Quotation
Case4,Analyze Request for Quotation,2011-01-10 06:25:03,2011-01-10 06:44:03,Analyze Request for Quotation
Case4,Amend Request for Quotation,2011-01-10 07:38:03,2011-01-10 07:48:03,Amend Request for Quotation
Case4,Analyze Request for Quotation,2011-01-27 21:27:03,2011-01-27 22:07:03,Analyze Request for Quotation
Case4,Amend Request for Quotation,2011-01-27 23:02:03,2011-01-27 23:07:03,Amend Request for Quotation
Case4,Analyze Request for Quotation,2011-02-21 18:02:03,2011-02-21 18:27:03,Analyze Request for Quotation
Case4,Send Request for Quotation to Supplier,2011-02-22 17:45:03,2011-02-22 17:55:03,Send Request for Quotation to Supplier
Case4,Create Quotation comparison Map,2011-02-23 15:48:03,2011-02-23 17:56:03,Create Quotation comparison Map
Case4,Analyze Quotation Comparison Map,2011-02-24 00:38:03,2011-02-24 01:05:03,Analyze Quotation Comparison Map
Case4,Choose best option,2011-02-24 01:05:03,2011-02-24 01:05:03,Choose best option
Case4,Settle Conditions With Supplier,2011-02-24 06:25:03,2011-02-24 15:55:03,Settle Conditions With Supplier
Case4,Create Purchase Order,2011-02-24 19:56:04,2011-02-24 20:04:04,Create Purchase Order
Case4,Confirm Purchase Order,2011-02-25 04:20:04,2011-02-25 04:50:04,Confirm Purchase Order
Case4,Deliver Goods Services,2011-02-27 00:44:04,2011-02-28 04:35:04,Deliver Goods Services
Case4,Release Purchase Order,2011-02-28 12:26:04,2011-02-28 12:27:04,Release Purchase Order
Case4,Approve Purchase Order for payment,2011-02-28 20:30:04,2011-02-28 20:31:04,Approve Purchase Order for payment
Case4,Send Invoice,2011-03-02 05:06:04,2011-03-02 05:06:04,Send Invoice
Case4,Release Supplier's Invoice,2011-03-02 19:23:04,2011-03-02 19:28:04,Release Supplier's Invoice
Case4,Authorize Supplier's Invoice payment,2011-03-02 19:48:04,2011-03-02 19:48:04,Authorize Supplier's Invoice payment
Case4,Pay Invoice,2011-03-02 20:17:04,2011-03-02 20:24:04,Pay Invoice
Case4,End,2011-03-02 20:24:04,2011-03-02 20:24:04,End
Case5,Start,2011-01-01 04:31:06,2011-01-01 04:31:06,Create Purchase Requisition
Case5,Create Purchase Requisition,2011-01-01 04:31:06,2011-01-01 04:38:06,Create Purchase Requisition
Case5,Analyze Purchase Requisition,2011-01-01 18:40:06,2011-01-01 18:47:06,Analyze Purchase Requisition
Case5,Create Request for Quotation,2011-01-01 18:53:06,2011-01-01 18:55:06,Create Request for Quotation
Case5,Analyze Request for Quotation,2011-01-06 05:09:06,2011-01-06 05:52:06,Analyze Request for Quotation
Case5,Amend Request for Quotation,2011-01-06 06:49:06,2011-01-06 07:01:06,Amend Request for Quotation
Case5,Analyze Request for Quotation,2011-02-02 01:37:06,2011-02-02 02:07:06,Analyze Request for Quotation
Case5,Amend Request for Quotation,2011-02-02 02:58:06,2011-02-02 03:06:06,Amend Request for Quotation
Case5,Analyze Request for Quotation,2011-02-03 11:25:06,2011-02-03 11:56:06,Analyze Request for Quotation
Case5,Send Request for Quotation to Supplier,2011-02-03 14:57:06,2011-02-03 15:22:06,Send Request for Quotation to Supplier
Case5,Create Quotation comparison Map,2011-02-03 19:20:06,2011-02-04 00:57:06,Create Quotation comparison Map
Case5,Analyze Quotation Comparison Map,2011-02-04 07:46:06,2011-02-04 08:08:06,Analyze Quotation Comparison Map
Case5,Choose best option,2011-02-04 08:08:06,2011-02-04 08:08:06,Choose best option
Case5,Settle Conditions With Supplier,2011-02-05 00:33:06,2011-02-05 12:48:06,Settle Conditions With Supplier
Case5,Create Purchase Order,2011-02-05 14:57:06,2011-02-05 15:04:06,Create Purchase Order
Case5,Confirm Purchase Order,2011-02-06 02:08:06,2011-02-06 02:26:06,Confirm Purchase Order
Case5,Deliver Goods Services,2011-02-12 00:21:06,2011-02-12 06:48:06,Deliver Goods Services
Case5,Release Purchase Order,2011-02-12 14:19:06,2011-02-12 14:20:06,Release Purchase Order
Case5,Approve Purchase Order for payment,2011-02-12 19:58:06,2011-02-12 19:59:06,Approve Purchase Order for payment
Case5,Send Invoice,2011-02-13 08:53:06,2011-02-13 08:53:06,Send Invoice
Case5,Release Supplier's Invoice,2011-02-13 23:02:06,2011-02-13 23:05:06,Release Supplier's Invoice
Case5,Authorize Supplier's Invoice payment,2011-02-13 23:05:06,2011-02-13 23:05:06,Authorize Supplier's Invoice payment
Case5,Pay Invoice,2011-02-13 23:57:06,2011-02-14 00:01:06,Pay Invoice
Case5,End,2011-02-14 00:01:06,2011-02-14 00:01:06,End
Case6,Start,2011-01-01 05:05:01,2011-01-01 05:05:01,Create Purchase Requisition
Case6,Create Purchase Requisition,2011-01-01 05:05:01,2011-01-01 05:36:01,Create Purchase Requisition
Case6,Create Request for Quotation,2011-01-01 06:13:01,2011-01-01 06:21:01,Create Request for Quotation
Case6,Analyze Request for Quotation,2011-01-06 07:58:01,2011-01-06 08:08:01,Analyze Request for Quotation
Case6,Send Request for Quotation to Supplier,2011-01-08 05:57:01,2011-01-08 06:25:01,Send Request for Quotation to Supplier
Case6,Create Quotation comparison Map,2011-01-08 06:38:01,2011-01-08 10:50:01,Create Quotation comparison Map
