run_num,metric,sim_val
14.0,day_hour_emd,0.312593635720796
28.0,day_hour_emd,0.31102928222194554
20.0,day_hour_emd,0.3455150537232193
5.0,day_hour_emd,0.329462184421294
10.0,day_hour_emd,0.3697256952721043
9.0,day_hour_emd,0.380435294026893
27.0,day_hour_emd,0.294612041071444
21.0,day_hour_emd,0.353684120276141
4.0,day_hour_emd,0.325052072522196
25.0,day_hour_emd,0.33545848693782787
8.0,day_hour_emd,0.42086416654634967
26.0,day_hour_emd,0.35804199918729585
11.0,day_hour_emd,0.3681895799860994
3.0,day_hour_emd,0.40742520832057266
22.0,day_hour_emd,0.26857352522665195
16.0,day_hour_emd,0.34732600285575116
19.0,day_hour_emd,0.3211301780234284
24.0,day_hour_emd,0.3395563643316348
2.0,day_hour_emd,0.4062505764518079
12.0,day_hour_emd,0.33131418370738874
23.0,day_hour_emd,0.29272906245440683
1.0,day_hour_emd,0.359767258781572
7.0,day_hour_emd,0.37225298341073015
15.0,day_hour_emd,0.35806487741594983
29.0,day_hour_emd,0.29881371691671266
13.0,day_hour_emd,0.33747314304764636
0.0,day_hour_emd,0.3158228140775715
18.0,day_hour_emd,0.3750052703632331
6.0,day_hour_emd,0.3757964910204048
17.0,day_hour_emd,0.35625928381602023
18.0,dl,0.9163469516885552
9.0,dl,0.913980819030899
11.0,dl,0.8933777528824384
17.0,dl,0.9211058860871233
12.0,dl,0.923366842607283
16.0,dl,0.9461418997675304
27.0,dl,0.8915935831168136
13.0,dl,0.9437691238971649
15.0,dl,0.9382481398757743
10.0,dl,0.9070565318019727
26.0,dl,0.9260545485508621
0.0,dl,0.9029072441589681
28.0,dl,0.9221780410427265
24.0,dl,0.9088437845308709
1.0,dl,0.8915211281815588
25.0,dl,0.8729757858085688
2.0,dl,0.9167534422208373
23.0,dl,0.9043411211017984
29.0,dl,0.9267637218432532
3.0,dl,0.9336573253917149
8.0,dl,0.9321061764554709
4.0,dl,0.9091474588025437
5.0,dl,0.8532526152952332
22.0,dl,0.8651392701039202
20.0,dl,0.9405210302957622
19.0,dl,0.9582463208622799
14.0,dl,0.8615203213900416
21.0,dl,0.922519020389658
7.0,dl,0.8743268061103718
6.0,dl,0.8985479952924919
16.0,log_mae,15987871.0
26.0,log_mae,14027045.0
25.0,log_mae,13313299.0
22.0,log_mae,10625484.0
23.0,log_mae,13986809.0
19.0,log_mae,14716395.0
18.0,log_mae,11937404.0
17.0,log_mae,16899536.0
15.0,log_mae,14917327.0
24.0,log_mae,13466920.0
20.0,log_mae,9466106.0
21.0,log_mae,13165815.0
12.0,log_mae,15796879.0
3.0,log_mae,9091390.0
14.0,log_mae,15450755.0
28.0,log_mae,13946019.0
7.0,log_mae,14215831.0
5.0,log_mae,13462913.0
8.0,log_mae,14874247.0
9.0,log_mae,13434129.0
4.0,log_mae,11921412.0
10.0,log_mae,12027394.0
11.0,log_mae,15205218.0
6.0,log_mae,12077555.0
2.0,log_mae,14161010.0
27.0,log_mae,16592126.0
0.0,log_mae,12118713.0
29.0,log_mae,14294330.0
1.0,log_mae,16557851.0
13.0,log_mae,5481136.0
25.0,mae,745794.1147540984
0.0,mae,738093.9344262296
23.0,mae,659554.9180327869
4.0,mae,713152.155737705
2.0,mae,769098.7049180327
21.0,mae,690269.0655737704
1.0,mae,716734.9098360656
3.0,mae,612880.368852459
20.0,mae,792688.5163934426
22.0,mae,755019.893442623
28.0,mae,642086.5409836066
14.0,mae,795324.155737705
19.0,mae,812357.2049180327
6.0,mae,656222.4262295082
29.0,mae,611450.2459016393
13.0,mae,829461.2213114754
15.0,mae,714448.0491803279
26.0,mae,735425.3606557377
12.0,mae,819085.106557377
11.0,mae,661673.5819672131
16.0,mae,780217.893442623
5.0,mae,634022.4344262296
10.0,mae,824694.1475409836
17.0,mae,754051.893442623
9.0,mae,763680.0573770492
8.0,mae,569171.8032786886
18.0,mae,610127.5901639344
7.0,mae,762195.8196721311
27.0,mae,800806.6721311476
24.0,mae,653492.4918032787
28.0,tsd,0.8080727198863267
27.0,tsd,0.7813083701677668
26.0,tsd,0.8075422320210126
25.0,tsd,0.7623874660970164
14.0,tsd,0.7589856739374431
23.0,tsd,0.7901968792923595
0.0,tsd,0.7879300190431753
1.0,tsd,0.782999431995737
2.0,tsd,0.8030254685227857
3.0,tsd,0.8120855884239275
4.0,tsd,0.7928653679594875
5.0,tsd,0.7464423105904573
6.0,tsd,0.7883921449902672
7.0,tsd,0.7582713898904228
8.0,tsd,0.8158893939845612
9.0,tsd,0.7963576964217123
24.0,tsd,0.7990762873235667
10.0,tsd,0.7933483895322773
12.0,tsd,0.8093247973916394
13.0,tsd,0.8197397722322295
15.0,tsd,0.8223695973448915
16.0,tsd,0.8162246578671442
17.0,tsd,0.8013404411526293
18.0,tsd,0.807002874787885
19.0,tsd,0.8291804729592659
20.0,tsd,0.8192097289084396
21.0,tsd,0.811387144111281
22.0,tsd,0.7569372045849048
11.0,tsd,0.7822171908261276
29.0,tsd,0.8094607339537934
0.0,clustering_method,kmeans
0.0,decomposition_method,pca
0.0,number_clusters,3
0.0,silhouette_score,0.5067519623193497
0.0,calinski_harabasz_score,12.898437434287208
