run_num,metric,sim_val
3.0,day_hour_emd,0.3395440703674395
0.0,day_hour_emd,0.3851078508353707
5.0,day_hour_emd,0.36590357708932303
9.0,day_hour_emd,0.36649847962805554
7.0,day_hour_emd,0.4138036176862018
1.0,day_hour_emd,0.36424092248374956
4.0,day_hour_emd,0.37200762649555913
2.0,day_hour_emd,0.35803834102274423
6.0,day_hour_emd,0.4277101035721514
8.0,day_hour_emd,0.41363944937777375
5.0,dl,0.9415536967336843
7.0,dl,0.9371546760519252
4.0,dl,0.9064870276461405
3.0,dl,0.9325061298800849
6.0,dl,0.9107384421162916
1.0,dl,0.8966398639812915
2.0,dl,0.9252368091210034
0.0,dl,0.899196985648605
9.0,dl,0.8648458119511387
8.0,dl,0.8865533982836413
6.0,log_mae,12366549.0
7.0,log_mae,5878770.0
5.0,log_mae,13370766.0
1.0,log_mae,13803919.0
3.0,log_mae,16441035.0
4.0,log_mae,15613438.0
8.0,log_mae,14520682.0
2.0,log_mae,14786758.0
9.0,log_mae,13670464.0
0.0,log_mae,16402185.0
8.0,mae,769708.5081967213
7.0,mae,684305.8770491803
6.0,mae,693836.0573770492
4.0,mae,664765.1475409836
5.0,mae,808922.4262295082
3.0,mae,673995.7950819673
2.0,mae,663131.2704918033
1.0,mae,748624.4344262296
0.0,mae,708087.9918032787
9.0,mae,754416.344262295
5.0,tsd,0.8164955923265647
9.0,tsd,0.7549402570433918
4.0,tsd,0.792049261501072
7.0,tsd,0.8177072311666717
3.0,tsd,0.8189097291382479
2.0,tsd,0.8032130034818233
8.0,tsd,0.7720639945485468
1.0,tsd,0.7853338877458192
0.0,tsd,0.7845755804695789
6.0,tsd,0.7950563769196244
0.0,clustering_method,kmeans
0.0,decomposition_method,pca
0.0,number_clusters,3
0.0,silhouette_score,0.5067519623193497
0.0,calinski_harabasz_score,12.898437434287208
