run_num,metric,sim_val
20.0,day_hour_emd,0.12871288111169724
4.0,day_hour_emd,0.08421519490978421
9.0,day_hour_emd,0.114583355062668
19.0,day_hour_emd,0.142857151224223
5.0,day_hour_emd,0.08910893538648706
18.0,day_hour_emd,0.12121214492268849
17.0,day_hour_emd,0.07142859379171752
6.0,day_hour_emd,0.09372762380522015
16.0,day_hour_emd,0.1238860855602632
15.0,day_hour_emd,0.13404707665324236
7.0,day_hour_emd,0.0686402208654898
14.0,day_hour_emd,0.09924563889339942
13.0,day_hour_emd,0.12222222791814398
8.0,day_hour_emd,0.11458333521713104
12.0,day_hour_emd,0.09091485968204431
11.0,day_hour_emd,0.10480278218512382
21.0,day_hour_emd,0.11979166884159509
22.0,day_hour_emd,0.13265307151568437
10.0,day_hour_emd,0.08655945873127294
3.0,day_hour_emd,0.10526319729306642
26.0,day_hour_emd,0.1666677236415873
28.0,day_hour_emd,0.12371135609986773
25.0,day_hour_emd,0.08081569825008854
27.0,day_hour_emd,0.15000000151414075
0.0,day_hour_emd,0.11702129721777593
2.0,day_hour_emd,0.15306122832746397
29.0,day_hour_emd,0.1546391996081984
23.0,day_hour_emd,0.0990099180545158
24.0,day_hour_emd,0.05941056040113436
1.0,day_hour_emd,0.0707113914074234
28.0,dl,0.5281042145092303
11.0,dl,0.5039444785963707
12.0,dl,0.5363722324650019
13.0,dl,0.5103567639944535
10.0,dl,0.5450557627384677
27.0,dl,0.5197464412758064
16.0,dl,0.5372902149796658
26.0,dl,0.531349103444026
22.0,dl,0.497076777617042
25.0,dl,0.5149956828864342
17.0,dl,0.48549799989403464
18.0,dl,0.5066333270756384
24.0,dl,0.5100153280735272
19.0,dl,0.5131476766716958
20.0,dl,0.5347494909401364
23.0,dl,0.5559398200879211
21.0,dl,0.5146797817156864
15.0,dl,0.5010064396145221
14.0,dl,0.5267185577966368
29.0,dl,0.5310781651549046
9.0,dl,0.49366372927688706
6.0,dl,0.4912876397799921
0.0,dl,0.5074006296502879
7.0,dl,0.509155068101247
4.0,dl,0.5432250310662043
5.0,dl,0.5036796626699026
1.0,dl,0.4993911663934427
2.0,dl,0.5301571579890749
3.0,dl,0.49193714503609287
8.0,dl,0.5101736490572795
10.0,log_mae,41173.0
19.0,log_mae,4630208.0
18.0,log_mae,2726038.0
6.0,log_mae,1626872.0
17.0,log_mae,713062.0
20.0,log_mae,599222.0
21.0,log_mae,10440382.0
23.0,log_mae,674918.0
22.0,log_mae,1167032.0
3.0,log_mae,2274756.0
24.0,log_mae,881054.0
25.0,log_mae,5064640.0
2.0,log_mae,973698.0
26.0,log_mae,6041358.0
27.0,log_mae,6080008.0
1.0,log_mae,4142581.0
28.0,log_mae,653050.0
29.0,log_mae,6333517.0
4.0,log_mae,1752710.0
16.0,log_mae,4897993.0
5.0,log_mae,1883424.0
0.0,log_mae,2477388.0
8.0,log_mae,3346265.0
11.0,log_mae,504143.0
13.0,log_mae,2342232.0
7.0,log_mae,4639926.0
15.0,log_mae,569652.0
14.0,log_mae,1276594.0
12.0,log_mae,10260109.0
9.0,log_mae,5483076.0
23.0,mae,256621.7111111111
26.0,mae,406522.6666666667
8.0,mae,587321.2888888889
11.0,mae,257926.93333333332
24.0,mae,255858.77777777778
3.0,mae,308739.5777777778
22.0,mae,350123.1777777778
2.0,mae,403608.8148148222
21.0,mae,1262453.7555555555
27.0,mae,376065.84444444446
13.0,mae,270549.38518519996
12.0,mae,403541.31111111114
1.0,mae,371386.6666666667
4.0,mae,218787.94074073335
28.0,mae,500307.4888888889
15.0,mae,325904.02222222224
16.0,mae,357670.68888888886
6.0,mae,385754.1777777778
17.0,mae,290113.7555555556
0.0,mae,537490.5555555555
20.0,mae,395160.2888888889
29.0,mae,367870.5999999778
18.0,mae,330151.13333333336
25.0,mae,426929.35555555555
14.0,mae,370302.6222222222
9.0,mae,406587.4
19.0,mae,514487.02222222224
7.0,mae,281508.06666666665
10.0,mae,193256.85925924446
5.0,mae,394795.0888888889
27.0,tsd,0.46930474022666835
28.0,tsd,0.4838884054658621
10.0,tsd,0.4902516551465411
29.0,tsd,0.478699102770115
11.0,tsd,0.4593854659373148
26.0,tsd,0.48215389963646305
0.0,tsd,0.4616964912949408
1.0,tsd,0.45740266868875473
9.0,tsd,0.4483811105898228
16.0,tsd,0.48884690117143864
25.0,tsd,0.4713837999222855
7.0,tsd,0.46282335636712596
17.0,tsd,0.44269087856435785
6.0,tsd,0.45226798307175664
15.0,tsd,0.45749782883644385
18.0,tsd,0.46254295901132375
19.0,tsd,0.4725195954185263
5.0,tsd,0.4622550548372829
14.0,tsd,0.47515347352316983
20.0,tsd,0.49503020775184725
21.0,tsd,0.46569596605615116
4.0,tsd,0.49805852286429875
13.0,tsd,0.46574587866183215
22.0,tsd,0.4555084929337765
23.0,tsd,0.5085055802044665
3.0,tsd,0.44624856820322534
24.0,tsd,0.46492383733780485
12.0,tsd,0.4879599496962059
2.0,tsd,0.477628574766682
8.0,tsd,0.46472091905158697
0.0,clustering_method,kmeans
0.0,decomposition_method,pca
0.0,number_clusters,3
0.0,silhouette_score,0.27591456695636984
0.0,calinski_harabasz_score,12.454915215862721
