run_num,metric,sim_val
1.0,day_hour_emd,0.07770828645667947
2.0,day_hour_emd,0.10784183493002535
4.0,day_hour_emd,0.1274589083214052
0.0,day_hour_emd,0.08739898730683172
3.0,day_hour_emd,0.11225168627649297
2.0,dl,0.4050914528671031
3.0,dl,0.3711016763012006
4.0,dl,0.42496459058266584
0.0,dl,0.3843867788409341
1.0,dl,0.37905205617472637
4.0,log_mae,14510941.0
3.0,log_mae,7270448.0
1.0,log_mae,4459346.0
2.0,log_mae,16664578.666666001
0.0,log_mae,17916178.0
4.0,mae,1908684.5333333556
3.0,mae,1978421.8000000222
2.0,mae,2089488.111111089
1.0,mae,1585515.6962962889
0.0,mae,2250660.488888889
1.0,tsd,0.3556223665842286
3.0,tsd,0.3490186072778555
0.0,tsd,0.365017153164755
2.0,tsd,0.3798153988098204
4.0,tsd,0.3925884208509715
0.0,clustering_method,kmeans
0.0,decomposition_method,pca
0.0,number_clusters,3
0.0,silhouette_score,0.3180567983583215
0.0,calinski_harabasz_score,12.950965329829058
