caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case1,Traer informacion estudiante - banner,res_2510e286-8881-4497-b309-c60ea42f911e,Role 1,2016-02-01 15:02:16,48,0,2016-02-01 15:01:55
Case1,Radicar Solicitud Homologacion,res_52ea84b8-38d5-4a3f-8c85-9367051abd46,Role 1,2016-02-01 15:08:04,48,0,2016-02-01 15:02:24
Case1,Cancelar Solicitud,res_87e9eec7-1ed8-4f4e-b364-f658190f029a,Role 2,2016-02-01 15:08:12,48,0,2016-02-01 15:08:12
Case1,Notificacion estudiante cancelacion soli,res_290093b4-2a5c-41f5-8559-8a7a4f92049f,Role 2,2016-02-01 16:31:54,48,0,2016-02-01 16:31:52
Case2,Traer informacion estudiante - banner,res_066c5a8b-9891-4433-92f2-5f6f2613cc2a,Role 1,2016-02-01 16:55:05,48,0,2016-02-01 16:54:45
Case2,Radicar Solicitud Homologacion,res_3c339717-7e8f-4cdf-b940-20bc81c8c70f,Role 1,2016-02-01 17:01:02,48,0,2016-02-01 16:55:13
Case2,Cancelar Solicitud,res_a3789f2e-d751-427d-a47b-c4cf15c999b5,Role 2,2016-02-01 17:01:10,48,0,2016-02-01 17:01:10
Case3,Traer informacion estudiante - banner,res_dc46ba1e-95f3-414d-9bfd-47ce512bc99f,Role 1,2016-02-01 17:52:22,49,0,2016-02-01 17:52:02
Case3,Radicar Solicitud Homologacion,res_1e0f5dce-afdf-4ce2-a076-1284e71b7a00,Role 1,2016-02-01 17:58:27,49,0,2016-02-01 17:52:30
Case2,Notificacion estudiante cancelacion soli,res_d7033700-163f-4308-a1a2-9a12b510c73d,Role 2,2016-02-01 18:24:56,49,0,2016-02-01 18:24:50
Case4,Traer informacion estudiante - banner,res_967c94d1-ca3a-4227-aa70-927a3a852352,Role 1,2016-02-01 18:58:26,49,0,2016-02-01 18:58:06
Case4,Radicar Solicitud Homologacion,res_4034d08a-0c54-4ed1-8328-7a63b830a32b,Role 1,2016-02-01 19:04:34,49,0,2016-02-01 18:58:34
Case4,Cancelar Solicitud,res_913b38be-4c3a-4d68-9766-bddac09ad4ce,Role 2,2016-02-01 19:04:42,49,0,2016-02-01 19:04:42
Case3,Validar solicitud,res_913b38be-4c3a-4d68-9766-bddac09ad4ce,Role 2,2016-02-01 19:05:36,49,0,2016-02-01 17:58:35
Case4,Notificacion estudiante cancelacion soli,res_872eff80-db37-4b90-a869-ed6835510270,Role 2,2016-02-01 20:24:48,49,0,2016-02-01 20:24:33
Case3,Recepcion de documentos,res_872eff80-db37-4b90-a869-ed6835510270,Role 8,2016-02-01 20:28:40,49,0,2016-02-01 19:56:35
Case5,Traer informacion estudiante - banner,res_386c5f65-c315-44b1-b4b7-592fa8cf628a,Role 1,2016-02-01 20:52:55,49,0,2016-02-01 20:52:35
Case5,Radicar Solicitud Homologacion,res_eb2e25bc-42ff-4ae1-a821-f57d547309f1,Role 1,2016-02-01 20:59:15,49,0,2016-02-01 20:53:03
Case5,Cancelar Solicitud,res_6e3d2dbc-e624-466a-8a69-dd52cf54c864,Role 2,2016-02-01 20:59:23,49,0,2016-02-01 20:59:23
Case6,Traer informacion estudiante - banner,res_edea32e8-e486-4ae8-8068-f5805ba2d5a7,Role 1,2016-02-01 21:55:31,50,0,2016-02-01 21:55:11
Case6,Radicar Solicitud Homologacion,res_870a651d-b2f7-4ca6-ad54-37824ca105b9,Role 1,2016-02-01 22:02:00,50,0,2016-02-01 21:55:39
Case6,Cancelar Solicitud,res_9b461459-5f32-4e3c-a6bf-a8b722c2c6e5,Role 2,2016-02-01 22:02:08,50,0,2016-02-01 22:02:08
Case5,Notificacion estudiante cancelacion soli,res_290093b4-2a5c-41f5-8559-8a7a4f92049f,Role 2,2016-02-01 22:23:57,50,0,2016-02-01 22:23:49
Case6,Notificacion estudiante cancelacion soli,res_8d71e097-4505-4f33-bb60-1d5b16652c91,Role 2,2016-02-01 23:27:33,49,0,2016-02-01 23:27:22
Case3,Homologacion por grupo de cursos,res_f5458ea6-9353-4e1b-94fb-23090d6fa2d9,Role 3,2016-02-02 00:05:39,48,1,2016-02-01 23:57:51
Case7,Traer informacion estudiante - banner,res_eb2e25bc-42ff-4ae1-a821-f57d547309f1,Role 1,2016-02-02 01:26:53,49,0,2016-02-02 01:26:17
Case7,Radicar Solicitud Homologacion,res_a502dfcf-ea35-4413-9c26-52113982afc3,Role 1,2016-02-02 01:37:19,49,0,2016-02-02 01:27:01
Case8,Traer informacion estudiante - banner,res_ede3bbdf-8112-491f-8d64-13f346b4f879,Role 1,2016-02-02 02:47:18,50,0,2016-02-02 02:46:42
Case8,Radicar Solicitud Homologacion,res_dfb245ee-c9f4-402f-b590-d737e47acbf1,Role 1,2016-02-02 02:57:53,50,0,2016-02-02 02:47:26
Case3,Revisar curso,res_e426b09f-619f-452c-b720-770431690732,Role 2,2016-02-02 03:36:15,50,0,2016-02-02 03:36:15
Case7,Cancelar Solicitud,res_e7575b41-117f-48ce-a508-e159db68375b,Role 2,2016-02-02 04:27:51,50,0,2016-02-02 04:27:51
Case8,Validar solicitud,res_1aa9e64e-c5dc-4aa4-aba5-43f44a5bc702,Role 2,2016-02-02 06:05:54,50,0,2016-02-02 05:18:21
Case9,Traer informacion estudiante - banner,res_f93f2aec-b7f6-4769-9d66-11201dbdf05c,Role 1,2016-02-02 06:13:47,51,0,2016-02-02 06:13:11
Case9,Radicar Solicitud Homologacion,res_efdcc28c-2f7d-4370-aa22-47a906756597,Role 1,2016-02-02 06:24:40,51,0,2016-02-02 06:13:55
Case10,Traer informacion estudiante - banner,res_45b1b4f8-d74a-4c38-bdaa-fd2cc2cac396,Role 1,2016-02-02 07:04:21,52,0,2016-02-02 07:03:45
Case10,Radicar Solicitud Homologacion,res_92aa3182-da6f-476d-87a2-c39497891a04,Role 1,2016-02-02 07:15:21,52,0,2016-02-02 07:04:29
Case11,Traer informacion estudiante - banner,res_870a651d-b2f7-4ca6-ad54-37824ca105b9,Role 1,2016-02-02 09:36:18,53,0,2016-02-02 09:35:42
Case9,Validar solicitud,res_c062611b-6c24-4b26-a115-bd125bfb60c5,Role 2,2016-02-02 09:37:46,52,0,2016-02-02 08:44:27
Case11,Radicar Solicitud Homologacion,res_c062611b-6c24-4b26-a115-bd125bfb60c5,Role 1,2016-02-02 09:47:39,53,0,2016-02-02 09:36:26
Case10,Validar solicitud,res_c062611b-6c24-4b26-a115-bd125bfb60c5,Role 2,2016-02-02 10:28:42,52,1,2016-02-02 09:34:27
