run_num,metric,sim_val
14.0,day_hour_emd,0.14433543899564022
7.0,day_hour_emd,0.1521857753846156
8.0,day_hour_emd,0.09785346237797946
9.0,day_hour_emd,0.12632527885350622
10.0,day_hour_emd,0.0719429054527438
11.0,day_hour_emd,0.10643463975590177
12.0,day_hour_emd,0.09091682264877674
13.0,day_hour_emd,0.12087911724244424
15.0,day_hour_emd,0.13000000206683246
16.0,day_hour_emd,0.1313131485635518
17.0,day_hour_emd,0.1250042638465949
18.0,day_hour_emd,0.11019418554344868
19.0,day_hour_emd,0.12502595307873612
20.0,day_hour_emd,0.13542078154316384
21.0,day_hour_emd,0.08511400241569621
22.0,day_hour_emd,0.0515610773820958
23.0,day_hour_emd,0.13954971355435297
24.0,day_hour_emd,0.12631986123675654
25.0,day_hour_emd,0.09000077715792759
26.0,day_hour_emd,0.08080810101265738
27.0,day_hour_emd,0.13402061747090285
28.0,day_hour_emd,0.12160248806042309
6.0,day_hour_emd,0.12767413454900484
5.0,day_hour_emd,0.1612948702457362
29.0,day_hour_emd,0.10527624152454648
4.0,day_hour_emd,0.15386491007154235
1.0,day_hour_emd,0.10638298230284987
0.0,day_hour_emd,0.15000081045978905
3.0,day_hour_emd,0.0606150011908312
2.0,day_hour_emd,0.08247882366508842
15.0,dl,0.5083313455557275
22.0,dl,0.5578700427783778
9.0,dl,0.4940383397321426
1.0,dl,0.5106515407471388
21.0,dl,0.5099996333584872
10.0,dl,0.5304780356653247
3.0,dl,0.5382670758743312
17.0,dl,0.5025521751370673
20.0,dl,0.4886113757451425
11.0,dl,0.49884272493591025
18.0,dl,0.533010777575189
23.0,dl,0.5151037845306318
13.0,dl,0.5046901524155427
8.0,dl,0.512050971521915
24.0,dl,0.5318845846990543
29.0,dl,0.5068760163586007
28.0,dl,0.5418396131848346
5.0,dl,0.5257078811440367
4.0,dl,0.4927856404982981
14.0,dl,0.5374011147424455
27.0,dl,0.5150255055089283
19.0,dl,0.5013545023015658
12.0,dl,0.4944426192599288
0.0,dl,0.5115692186856001
26.0,dl,0.5111412862827113
16.0,dl,0.526765040351156
7.0,dl,0.4971394942252892
25.0,dl,0.5170285367018944
2.0,dl,0.5319524809943079
6.0,dl,0.5360435950344156
18.0,log_mae,750005.0
17.0,log_mae,127719.0
16.0,log_mae,2582237.0
5.0,log_mae,2670876.0
2.0,log_mae,1503455.0
20.0,log_mae,2922259.0
21.0,log_mae,3095265.0
23.0,log_mae,3398171.0
24.0,log_mae,30287.0
1.0,log_mae,85471.0
25.0,log_mae,2532480.0
26.0,log_mae,1087356.0
27.0,log_mae,3136627.0
28.0,log_mae,980835.0
29.0,log_mae,1748542.0
19.0,log_mae,2944851.0
22.0,log_mae,2537699.0
0.0,log_mae,3516218.0
13.0,log_mae,2279371.0
15.0,log_mae,1488494.0
8.0,log_mae,3911742.0
6.0,log_mae,3486393.0
12.0,log_mae,521398.0
14.0,log_mae,297096.0
3.0,log_mae,2025262.0
4.0,log_mae,1723263.0
10.0,log_mae,2321113.0
11.0,log_mae,437657.0
9.0,log_mae,3545310.0
7.0,log_mae,3898851.0
21.0,mae,972269.7333333333
27.0,mae,225227.4
10.0,mae,639140.0666666667
22.0,mae,638167.3555555556
15.0,mae,587984.088888889
23.0,mae,580762.8666666667
1.0,mae,829614.7111111111
24.0,mae,622032.6666666666
26.0,mae,522894.2444444444
7.0,mae,747516.5333333333
8.0,mae,780759.2444444444
25.0,mae,655905.9555555555
9.0,mae,935633.1333333333
11.0,mae,602076.5777777778
6.0,mae,696762.8888888889
4.0,mae,663705.2666666667
20.0,mae,872470.5111111111
12.0,mae,692282.6888888889
28.0,mae,790315.3111111111
19.0,mae,734775.5111111111
16.0,mae,755729.8
29.0,mae,695517.4
14.0,mae,518226.4222222222
2.0,mae,697010.911111111
3.0,mae,701947.0
17.0,mae,739096.1111111111
5.0,mae,893405.3777777777
18.0,mae,660363.2
0.0,mae,967193.4
13.0,mae,651503.0
29.0,tsd,0.46308254771627794
0.0,tsd,0.4630217313454384
7.0,tsd,0.45678639446581104
4.0,tsd,0.4514625078853377
6.0,tsd,0.48773293985038185
28.0,tsd,0.49186614276497176
27.0,tsd,0.4648348793831552
26.0,tsd,0.4685803113407048
5.0,tsd,0.48300760720939045
9.0,tsd,0.4537496970339052
8.0,tsd,0.4696303681710491
14.0,tsd,0.49465625884900155
16.0,tsd,0.47229539311573254
13.0,tsd,0.4595396551424631
2.0,tsd,0.4797362193033357
18.0,tsd,0.4872371279659182
12.0,tsd,0.4491503635574177
19.0,tsd,0.4590524426346712
3.0,tsd,0.49223327297575187
20.0,tsd,0.44309939012387134
11.0,tsd,0.453649840719287
21.0,tsd,0.46109314037610155
10.0,tsd,0.48060987977126296
22.0,tsd,0.4858225463418272
15.0,tsd,0.46194693212125
1.0,tsd,0.4713213734680044
23.0,tsd,0.4662555191661998
24.0,tsd,0.4803537723001025
25.0,tsd,0.4632109958461345
17.0,tsd,0.46040272367949064
0.0,clustering_method,kmeans
0.0,decomposition_method,pca
0.0,number_clusters,3
0.0,silhouette_score,0.27591456695636984
0.0,calinski_harabasz_score,12.454915215862721
